sender,messages,mean_words,pos_rate,neg_rate,question_pct,shouting_pct,nongame_pct,channels
pigman0005,5,3.4,0.0,0.0,0.0,0.0,0.0,1
furryfailure,14,7.36,29.13,0.0,0.0,21.4,0.0,1
crosis86,5,4,50.0,0.0,0.0,40.0,100.0,1
itz_crispyz,22,3.77,12.05,24.1,4.5,13.6,95.5,2
grizzlyadams_dfw,6,2.5,133.33,0.0,0.0,66.7,83.3,3
foxboltz,11,4.91,18.52,0.0,9.1,18.2,9.1,2
19southmainco,7,5.14,0.0,0.0,14.3,0.0,0.0,1
falky23,9,8,0.0,0.0,33.3,0.0,0.0,1
dustindewynn,6,2.33,214.29,0.0,0.0,0.0,100.0,1
duskerzz,8,6.75,0.0,0.0,37.5,25.0,0.0,1
tyidorpvp,8,2.75,45.45,0.0,0.0,25.0,0.0,1
yufukas01,6,0.83,0.0,0.0,0.0,16.7,0.0,3
rafeddhin,5,3.6,0.0,0.0,0.0,40.0,100.0,1
fyzzu,6,7.5,44.44,0.0,0.0,0.0,0.0,1
jordann93,5,2,100.0,0.0,0.0,20.0,60.0,2
d_a_r_l_i_n_g,8,4.5,0.0,0.0,12.5,37.5,100.0,3
holbed,6,2.67,0.0,0.0,0.0,0.0,0.0,1
theeredvelvet,12,4.83,17.24,0.0,8.3,16.7,100.0,1
head_space_monkey,5,2.8,0.0,0.0,20.0,0.0,100.0,1
mirayu,9,4,0.0,0.0,0.0,22.2,100.0,2
bombaclatz,8,7.62,0.0,0.0,0.0,0.0,0.0,1
furydogexd,6,9.17,18.18,0.0,16.7,0.0,0.0,1
patsfan0405,11,2.91,0.0,0.0,0.0,45.5,0.0,1
bloodredwaterbottle,9,4.78,0.0,0.0,11.1,0.0,0.0,1
passenger25,5,2.6,0.0,0.0,20.0,20.0,100.0,2
jukenthebox,7,1.71,83.33,0.0,0.0,57.1,71.4,5
dariusfoxx,9,7.89,14.08,0.0,11.1,0.0,0.0,2
xdfinalxd,39,3.28,78.12,0.0,0.0,66.7,92.3,5
natewooo,6,2.17,0.0,0.0,0.0,100.0,16.7,2
fuzeaspirecms,6,6.17,0.0,0.0,0.0,0.0,0.0,1
streamlabs,67,10.46,44.22,0.0,6.0,3.0,26.9,4
stephrumney,10,6.6,0.0,15.15,10.0,0.0,0.0,1
oblivionlights,29,3.1,33.33,0.0,0.0,17.2,0.0,1
lucia_maistor,18,9.28,5.99,11.98,5.6,0.0,0.0,1
catazoid,22,5.64,48.39,8.06,9.1,9.1,0.0,1
otakuyui_chan,15,3.27,61.22,0.0,6.7,0.0,0.0,1
potetopotato,7,2.14,66.67,66.67,0.0,0.0,85.7,2
chumchumjim,10,4.5,0.0,0.0,30.0,0.0,90.0,2
forsenlol1337,7,1.43,0.0,0.0,0.0,42.9,71.4,4
germander_speedwell,6,8,0.0,0.0,33.3,0.0,0.0,1
elsiesimmer,10,3.7,27.03,0.0,0.0,10.0,0.0,1
barefootbunny,12,6.17,40.54,0.0,16.7,16.7,0.0,1
breadnauppercrust,8,2.5,0.0,50.0,0.0,12.5,0.0,1
britt909,7,2.29,0.0,0.0,0.0,14.3,0.0,1
maharene,30,3.87,51.72,34.48,13.3,16.7,0.0,1
callmeames,10,5.7,0.0,35.09,10.0,10.0,0.0,1
freagin,5,2.6,0.0,0.0,0.0,60.0,0.0,1
wamhu,6,2.33,0.0,0.0,0.0,50.0,50.0,3
fifalee,12,4.58,18.18,0.0,8.3,16.7,16.7,3
vaeniru,15,2.73,0.0,0.0,6.7,26.7,100.0,1
lord_talron,7,7.29,19.61,0.0,14.3,0.0,0.0,1
delrancher,6,3.17,105.26,0.0,16.7,0.0,100.0,2
princesskeshi,5,3.8,0.0,105.26,0.0,0.0,100.0,1
kiotone,6,2.5,133.33,0.0,0.0,33.3,0.0,2
sharrakor,11,4.45,40.82,0.0,0.0,9.1,0.0,1
paabpaab,23,2.13,0.0,0.0,0.0,0.0,100.0,1
miss_night_owl,14,3.64,0.0,0.0,7.1,42.9,28.6,2
brixnna02,8,4.38,28.57,28.57,0.0,0.0,100.0,1
getrekt____,13,3.38,90.91,0.0,7.7,0.0,100.0,1
n4chit0,19,5.74,0.0,18.35,26.3,5.3,0.0,1
helliotine,16,6.19,10.1,10.1,6.2,6.2,0.0,1
cranjismcbasketball66,11,3.36,0.0,27.03,0.0,18.2,0.0,1
moonyhelmi,22,5.18,43.86,17.54,0.0,0.0,0.0,1
clarasimsta,13,4.85,15.87,31.75,15.4,0.0,0.0,1
never__knows__best,6,4.33,0.0,0.0,0.0,66.7,16.7,3
meplusthree,27,4.81,23.08,15.38,7.4,3.7,0.0,1
twilightmeadow,9,3.44,0.0,0.0,0.0,0.0,0.0,1
acepin,6,3.17,105.26,0.0,0.0,16.7,0.0,1
synturyon,8,3.62,68.97,34.48,0.0,12.5,0.0,1
thicasianboi,5,3.6,0.0,0.0,0.0,0.0,100.0,1
angelas_folly,6,8.33,0.0,60.0,33.3,0.0,0.0,1
spikeyd,5,1.6,250.0,0.0,0.0,0.0,100.0,1
mrscootscoot,5,44.2,0.0,0.0,0.0,40.0,60.0,2
threegits,11,4.91,0.0,18.52,9.1,0.0,0.0,1
avasuntok,5,5.4,0.0,0.0,60.0,0.0,0.0,1
j_brownie,5,5,0.0,40.0,20.0,0.0,0.0,1
vgrootveld,5,3.6,0.0,0.0,20.0,0.0,0.0,1
thetinylia,7,3.29,43.48,0.0,14.3,14.3,0.0,1
sdelyse,8,4,93.75,31.25,0.0,12.5,0.0,1
arin13a,12,2.58,0.0,32.26,0.0,33.3,0.0,1
exzires,8,4,62.5,0.0,0.0,0.0,0.0,1
turbosnack,19,1.95,54.05,27.03,5.3,78.9,100.0,1
mitsunebewbs,7,3.14,45.45,0.0,14.3,28.6,100.0,2
kbob25,5,3,0.0,66.67,0.0,20.0,100.0,1
ranch_bird,16,2.38,52.63,26.32,0.0,12.5,100.0,1
bollistic_,6,4,0.0,0.0,33.3,0.0,16.7,2
holachau,5,1.2,0.0,0.0,0.0,60.0,100.0,1
xotigbitties,10,3.4,0.0,0.0,20.0,30.0,100.0,1
razzle_storm,5,7.4,0.0,0.0,0.0,0.0,0.0,1
hilow8,5,1.6,0.0,0.0,0.0,0.0,100.0,1
texofficial,6,6.17,0.0,0.0,0.0,16.7,100.0,1
charbeans,9,5.56,0.0,0.0,11.1,22.2,0.0,1
alecski777,17,2.82,0.0,0.0,0.0,58.8,100.0,2
mellowimpulse,5,0.8,250.0,0.0,0.0,60.0,100.0,1
vilifiedpeanut,8,2.25,111.11,0.0,0.0,12.5,100.0,1
majorbritish,6,5,66.67,0.0,50.0,0.0,0.0,1
superdookieness,6,3.5,0.0,0.0,0.0,83.3,100.0,1
mhuang18,8,1.25,0.0,0.0,0.0,25.0,37.5,3
peachcrisp,6,3.33,50.0,50.0,16.7,33.3,100.0,1
fpsdani,8,1.38,0.0,0.0,0.0,50.0,100.0,1
cianime,8,4.5,27.78,27.78,0.0,25.0,100.0,2
kinqofh3artz,5,1.6,0.0,0.0,20.0,60.0,100.0,2
doomedrequiem,6,2.67,0.0,0.0,16.7,33.3,100.0,1
snuupey,5,4.6,0.0,0.0,0.0,100.0,100.0,1
edwardlaser,5,3,0.0,0.0,20.0,0.0,0.0,1
dietz18,5,8,0.0,0.0,0.0,0.0,100.0,1
pynkato,5,1.8,0.0,0.0,0.0,40.0,100.0,2
eugenesubmarine,5,2,0.0,100.0,0.0,20.0,100.0,1
liiamra,5,2,0.0,0.0,0.0,60.0,60.0,3
maiyadanny,6,3.5,47.62,0.0,0.0,83.3,100.0,1
badplayeractual,6,1.5,0.0,0.0,0.0,83.3,100.0,1
chunkerfizzel33,5,3.2,0.0,0.0,80.0,0.0,0.0,1
bannedscout,5,4.2,0.0,0.0,0.0,0.0,0.0,1
umimdankmeat,19,1.63,32.26,0.0,0.0,73.7,100.0,2
clxx,14,11.86,0.0,0.0,0.0,0.0,0.0,1
misslovelyness,5,1,200.0,0.0,20.0,40.0,100.0,1
dashingbeyy,35,13.43,14.89,0.0,0.0,28.6,97.1,5
thefiercehunter,6,2.17,0.0,0.0,0.0,50.0,83.3,3
piouslegate,5,3,0.0,0.0,20.0,20.0,0.0,1
r0bbeejk,7,2.14,0.0,0.0,0.0,28.6,28.6,2
steinuh,5,1.8,0.0,0.0,0.0,20.0,0.0,1
wubbylubdub,5,2.8,0.0,71.43,0.0,60.0,100.0,1
hullobro,5,1.2,0.0,0.0,0.0,80.0,100.0,1
masterh724,7,2.71,0.0,0.0,14.3,0.0,100.0,2
swagdaddycolter,6,2,83.33,0.0,0.0,16.7,100.0,1
vuyyoltas,6,1.33,0.0,0.0,0.0,33.3,66.7,4
fuzzywuzzy304,8,1.38,0.0,0.0,0.0,50.0,100.0,1
greatdeceiver,8,6.62,18.87,18.87,0.0,0.0,0.0,1
agrf,23,5.83,29.85,7.46,4.3,8.7,100.0,2
1024x768,5,3.4,0.0,0.0,0.0,0.0,100.0,1
vincentcrazyyyyyy,6,2.67,0.0,0.0,0.0,33.3,100.0,3
angola,5,5.6,0.0,0.0,0.0,40.0,100.0,2
vivalazack,7,4.29,0.0,0.0,14.3,0.0,100.0,2
kiniewings,5,6,0.0,0.0,40.0,0.0,0.0,1
sundizzle,9,2.11,0.0,0.0,0.0,11.1,100.0,1
tier_3_stpeach_sub,7,5,0.0,0.0,0.0,14.3,100.0,3
dyzblackout100,8,28.12,0.0,0.0,0.0,0.0,0.0,1
gassstation,6,1.33,0.0,0.0,0.0,66.7,100.0,1
the_real_bren,7,4,0.0,0.0,0.0,42.9,100.0,2
mootie1,6,1.67,0.0,0.0,0.0,16.7,83.3,4
deboslayer420,6,6.67,75.0,0.0,0.0,0.0,0.0,1
ttvfilinava,9,3.78,0.0,0.0,55.6,44.4,0.0,1
robok0,8,1.62,0.0,0.0,0.0,62.5,100.0,1
waterymind,6,3.67,0.0,0.0,0.0,66.7,0.0,1
unclespaghetti,5,7.2,0.0,0.0,0.0,0.0,0.0,1
justdylanyt,8,11.75,0.0,0.0,0.0,0.0,0.0,1
strangelevel,6,4.17,0.0,0.0,0.0,0.0,0.0,2
rarted_,10,1.4,214.29,0.0,10.0,30.0,0.0,1
partyboi69420,9,2.56,0.0,0.0,22.2,77.8,100.0,1
prettydevil,5,1,0.0,0.0,0.0,0.0,80.0,4
hammerboy5678,5,1.2,0.0,0.0,0.0,20.0,100.0,1
furiousblizzard,7,3.86,0.0,0.0,0.0,0.0,100.0,1
black_nimbus,79,4.01,6.31,0.0,3.8,19.0,100.0,3
qualis,5,20.6,29.13,9.71,0.0,60.0,100.0,3
nassercd,11,2.27,40.0,40.0,0.0,81.8,100.0,2
queen_emma,8,3.75,0.0,0.0,0.0,25.0,0.0,1
exlacraft,23,2.83,0.0,15.38,4.3,43.5,100.0,4
neoflameon,7,6.14,0.0,0.0,14.3,0.0,100.0,3
gelr_,6,7.33,0.0,0.0,0.0,33.3,100.0,3
murry710,10,3.3,60.61,0.0,10.0,50.0,100.0,2
str8ommy,16,5.44,11.49,0.0,0.0,0.0,0.0,1
sweets_,10,2.6,76.92,0.0,10.0,70.0,100.0,2
lordvaak0,22,3.82,83.33,23.81,9.1,18.2,0.0,1
scuba3rd,9,6.78,32.79,0.0,11.1,0.0,0.0,1
y34vip,5,4.2,47.62,47.62,0.0,0.0,0.0,1
2inchpeters,10,4.8,41.67,83.33,0.0,0.0,0.0,1
jarlofsaigon,13,4.38,35.09,0.0,15.4,0.0,0.0,1
lestergaming_,6,7.33,22.73,0.0,0.0,0.0,0.0,1
rpsee3,10,6.8,14.71,0.0,0.0,0.0,0.0,1
xxmrtechknowxx,16,3.62,51.72,17.24,0.0,0.0,12.5,2
braeden8989,12,5.25,31.75,15.87,0.0,0.0,0.0,1
crolax,10,2.5,0.0,40.0,10.0,50.0,100.0,2
just_in_camp,5,2,0.0,0.0,0.0,20.0,100.0,4
rypada,7,7.29,0.0,19.61,28.6,42.9,0.0,1
russtough,9,6.67,50.0,16.67,33.3,0.0,0.0,1
p4n0pt1c0n,5,1.4,142.86,0.0,20.0,40.0,0.0,1
crokar,7,2.71,105.26,105.26,0.0,0.0,71.4,2
hotdog_jones,9,6.78,49.18,16.39,0.0,22.2,0.0,1
redpls,9,1.22,0.0,0.0,0.0,55.6,33.3,4
loyall,8,2.5,0.0,0.0,0.0,12.5,12.5,3
scuzzbucket,8,1.62,76.92,76.92,0.0,37.5,100.0,1
ironicme,5,10,0.0,0.0,0.0,40.0,100.0,3
cheungd,9,3.89,0.0,0.0,0.0,0.0,0.0,1
iamomgphil,6,13.83,48.19,0.0,0.0,0.0,100.0,1
lostehroar,17,18.41,3.19,3.19,0.0,0.0,100.0,1
tchaikovsky1812,58,4.36,67.19,3.95,5.2,1.7,100.0,1
tylerbobo,99,8.1,17.46,3.74,2.0,0.0,100.0,1
okthen_____,5,5.6,35.71,0.0,20.0,20.0,100.0,3
buffmanly430,6,11.33,14.71,0.0,33.3,0.0,100.0,1
daiceman007,9,9,24.69,0.0,0.0,11.1,0.0,1
terrorizem,8,5,25.0,0.0,12.5,12.5,87.5,2
sammiekaitlyn,7,4.86,88.24,0.0,0.0,0.0,100.0,1
classigetssassi,20,3.45,43.48,0.0,0.0,5.0,100.0,1
thereverendpuck,22,8.77,20.73,5.18,13.6,0.0,100.0,1
divinations,17,2.47,47.62,0.0,0.0,0.0,100.0,1
bot_jxn,22,37.91,4.8,0.0,0.0,0.0,100.0,1
xbadxninjax,6,14.83,11.24,0.0,0.0,50.0,16.7,2
avalaste,9,7.89,14.08,0.0,22.2,0.0,100.0,1
pandaelim,11,4,68.18,0.0,0.0,0.0,100.0,1
wolfni9luna,6,3.67,0.0,0.0,0.0,0.0,0.0,1
skydaddyy5,7,15.43,138.89,0.0,0.0,0.0,0.0,1
icepheonix5,15,9,14.81,0.0,6.7,13.3,100.0,2
cyber_dev,9,6.67,16.67,0.0,11.1,0.0,0.0,1
tuchulu,22,6,15.15,0.0,13.6,0.0,95.5,2
guildofgamers_26wc,13,8.85,8.7,8.7,23.1,0.0,100.0,1
turtletickles,29,4.14,16.67,0.0,0.0,3.4,100.0,1
carsondrewit,5,4.2,142.86,0.0,0.0,0.0,100.0,1
jahrandomhero,9,5,0.0,0.0,0.0,44.4,77.8,3
anime_preacher,16,7.88,63.49,15.87,31.2,0.0,100.0,1
doomiedee,22,9.09,35.0,5.0,9.1,0.0,100.0,1
crankycal_,12,2.83,0.0,0.0,16.7,50.0,100.0,4
jazzle72,7,1.43,0.0,0.0,0.0,28.6,100.0,1
arano86,8,5.5,45.45,45.45,0.0,0.0,100.0,1
jestingfeather,5,2.8,0.0,71.43,40.0,20.0,100.0,1
veltuhh,9,6.44,0.0,0.0,0.0,66.7,100.0,2
bluekid1124,14,12.43,63.22,0.0,28.6,7.1,100.0,1
simplyjer,8,1.62,0.0,0.0,0.0,25.0,100.0,3
falafel7,10,4.3,0.0,23.26,20.0,10.0,20.0,3
dannytechaholic,6,6.33,0.0,0.0,33.3,0.0,100.0,1
shadowsbro998,15,6.93,57.69,19.23,0.0,0.0,100.0,1
sarasaprincess,32,3.97,15.75,0.0,0.0,0.0,100.0,1
ru4liberty,9,5.33,20.83,20.83,22.2,0.0,100.0,1
interstellerfeller,7,2.86,100.0,0.0,28.6,0.0,100.0,1
marsman60,8,6.25,20.0,0.0,25.0,0.0,100.0,1
gina7zion,12,11.83,35.21,14.08,16.7,0.0,100.0,1
socalboi,6,3.67,0.0,0.0,16.7,0.0,100.0,1
flutterbye,9,3.33,33.33,0.0,11.1,11.1,100.0,1
mikeymantle,5,11.8,0.0,0.0,0.0,0.0,100.0,1
moggs_of_cambria,7,11,0.0,12.99,14.3,0.0,100.0,1
margaret_socal,11,4.27,85.11,63.83,9.1,0.0,100.0,1
babyduck5,8,3.38,37.04,37.04,0.0,0.0,100.0,1
1patrickpumphreynorcal,5,3.4,0.0,0.0,0.0,20.0,100.0,3
lovepugs05,8,6,20.83,0.0,0.0,0.0,100.0,1
greenleafer,5,5.8,68.97,0.0,0.0,0.0,100.0,1
goldeye75,10,9,22.22,0.0,0.0,70.0,100.0,2
thotkrime,5,4,50.0,0.0,20.0,0.0,100.0,1
jking20,6,5.67,29.41,0.0,0.0,50.0,100.0,3
venusrose,5,4.4,90.91,0.0,0.0,0.0,100.0,1
koopzy,5,3.6,0.0,0.0,0.0,40.0,100.0,3
amanda22,6,1.33,250.0,0.0,0.0,50.0,100.0,2
ekarma123,5,4.6,86.96,0.0,0.0,0.0,100.0,1
xdmonder,8,0.12,0.0,0.0,0.0,0.0,100.0,1
dullahan98,12,11.5,21.74,0.0,8.3,0.0,100.0,1
zstewiie,22,1.95,23.26,0.0,0.0,31.8,100.0,2
chiggmo,12,8.75,0.0,0.0,0.0,16.7,100.0,1
acethegolden,8,6.25,0.0,0.0,12.5,0.0,0.0,1
obtusespoon,7,2.71,105.26,0.0,14.3,28.6,100.0,2
raikodow,6,5.17,64.52,0.0,33.3,0.0,100.0,1
frozowav3,20,1.55,32.26,0.0,5.0,40.0,100.0,4
cawcawcondor,35,12.03,2.38,2.38,2.9,14.3,100.0,2
zumander,10,2.1,190.48,0.0,0.0,40.0,100.0,1
retrocore9,12,5.42,46.15,0.0,8.3,0.0,100.0,1
taser___face,24,7.67,5.43,16.3,4.2,0.0,100.0,1
jongfer,8,0.88,0.0,142.86,0.0,37.5,75.0,4
phantasmlied,11,5.18,0.0,17.54,0.0,27.3,100.0,2
faithlesssoul,25,5.6,64.29,28.57,0.0,0.0,100.0,1
pillsbury_dopeboy,5,1,0.0,0.0,0.0,60.0,100.0,2
rymotv,11,5.64,64.52,0.0,9.1,9.1,100.0,1
dr_dragonninja,7,11.57,0.0,0.0,14.3,0.0,0.0,1
huggers_,8,3.12,120.0,0.0,0.0,25.0,100.0,3
countercrysis,6,12.67,65.79,0.0,0.0,0.0,100.0,1
kflanthesaxman,8,2,0.0,0.0,0.0,37.5,100.0,4
mat2106,6,7.5,44.44,22.22,16.7,0.0,100.0,1
grallus,7,7.29,39.22,0.0,0.0,0.0,100.0,1
trebl1g,6,8,20.83,20.83,0.0,50.0,100.0,2
mithgar,19,19.95,15.83,2.64,21.1,5.3,100.0,1
deadbolts,7,6.57,0.0,0.0,0.0,0.0,0.0,1
dovakho,10,8.3,24.1,0.0,0.0,20.0,100.0,3
caffeinehero,11,1.27,0.0,0.0,0.0,54.5,100.0,3
pothos__,5,6.2,32.26,0.0,40.0,0.0,80.0,2
vaquazx,7,4.57,0.0,0.0,0.0,100.0,0.0,1
hostagewithgun,27,5.52,0.0,0.0,0.0,55.6,100.0,2
axnova,5,9.2,0.0,0.0,0.0,60.0,100.0,2
combat_blaze,18,5.39,20.62,20.62,0.0,27.8,0.0,1
rngbeliever,6,5.17,0.0,0.0,0.0,0.0,100.0,1
toefieldillustration,8,14.62,0.0,8.55,50.0,0.0,100.0,1
abovezenith,6,7,23.81,0.0,16.7,0.0,100.0,1
kiinghaze,8,4.62,27.03,0.0,50.0,0.0,100.0,1
el_mutchos,6,8.67,19.23,0.0,0.0,33.3,100.0,2
abohiccups,17,6.24,0.0,0.0,47.1,5.9,100.0,1
skepitcaltaco,8,10.12,24.69,0.0,75.0,0.0,100.0,1
darkwraith26,16,4.44,56.34,14.08,12.5,0.0,100.0,1
reeoats,9,4,0.0,0.0,22.2,22.2,100.0,2
hagmindy,8,5.12,24.39,0.0,12.5,0.0,0.0,2
deadrosxs,10,19.8,30.3,5.05,20.0,0.0,100.0,1
instanttokyo,15,7.13,28.04,0.0,6.7,13.3,100.0,1
daphoenixdiva,29,3.38,30.61,0.0,0.0,3.4,100.0,1
chasehildreth12,8,2.62,95.24,47.62,12.5,12.5,100.0,1
broken_weight,12,6.33,0.0,13.16,41.7,0.0,100.0,1
mackplays,10,10.3,9.71,0.0,20.0,0.0,100.0,1
anxiouspanda228,10,2.7,37.04,111.11,0.0,20.0,100.0,1
vintagemotors_always,8,4.12,0.0,0.0,12.5,0.0,100.0,2
wentzelitis,7,6.86,0.0,0.0,14.3,0.0,100.0,1
tim1,5,6,33.33,0.0,0.0,60.0,100.0,1
neoankh,8,3.88,32.26,0.0,37.5,12.5,100.0,1
bobkashani,7,3.86,37.04,37.04,0.0,0.0,100.0,1
triplebproductionzz,11,3.36,0.0,0.0,0.0,63.6,100.0,1
louisianaredbird,5,4,50.0,0.0,0.0,0.0,100.0,1
lawsonac,7,4.14,0.0,0.0,0.0,0.0,0.0,1
rocdocter5150,8,4.38,0.0,0.0,0.0,0.0,100.0,1
gladbane88,25,7.08,16.95,0.0,8.0,16.0,0.0,1
cargobay,5,11.8,0.0,0.0,40.0,20.0,100.0,1
halostar529,9,11.89,18.69,0.0,11.1,0.0,88.9,2
demolcd,10,5.6,17.86,0.0,20.0,0.0,100.0,1
yesp,9,1,0.0,0.0,0.0,100.0,100.0,1
stratosvyon,6,2.67,0.0,0.0,0.0,0.0,100.0,1
sleepyweaselttv,6,5.33,0.0,0.0,16.7,16.7,100.0,1
justjuztin,12,1.5,0.0,0.0,0.0,100.0,100.0,3
runningyellowdog,11,4.45,81.63,0.0,0.0,0.0,100.0,2
roycelbaker,8,6.38,19.61,19.61,12.5,0.0,100.0,1
matthewory,28,5.93,30.12,6.02,3.6,0.0,100.0,1
annidear,5,8.8,68.18,0.0,0.0,0.0,100.0,1
eloquentbambi,99,5.15,1.96,11.76,3.0,5.1,0.0,1
bigdaddyporo,21,5.95,40.0,8.0,9.5,0.0,100.0,3
dakidsyoo,12,4.58,18.18,0.0,33.3,0.0,100.0,1
ergmott,8,4.88,25.64,0.0,12.5,0.0,100.0,1
mxgrrr,9,8.44,13.16,0.0,11.1,0.0,100.0,1
kraksxx,5,2.4,0.0,0.0,40.0,20.0,100.0,1
g3kbyte,14,5.71,12.5,25.0,0.0,21.4,100.0,3
svwz,8,4.38,0.0,0.0,0.0,37.5,100.0,2
somemediageek,7,3.14,0.0,0.0,0.0,0.0,100.0,2
bigepi,5,3.6,0.0,0.0,0.0,60.0,100.0,2
thebuddha337,7,4.57,0.0,0.0,14.3,0.0,100.0,1
playeroftheyearr,7,2.43,58.82,0.0,14.3,57.1,100.0,1
jakebehappy,8,7.5,0.0,0.0,25.0,12.5,100.0,1
dinamowalker,31,10.03,0.0,0.0,0.0,77.4,100.0,5
jeffthegamer90,9,6.56,16.95,0.0,33.3,0.0,100.0,1
feelsgoodmydude,6,1,0.0,0.0,0.0,33.3,83.3,2
kildud3,11,9.73,9.35,0.0,18.2,18.2,0.0,1
jdickson93,6,9.67,34.48,17.24,16.7,16.7,100.0,1
supervillen,9,1.56,0.0,0.0,0.0,33.3,88.9,4
konanui3,11,2.64,0.0,0.0,0.0,27.3,100.0,2
ripcityandptfcfan,5,1.4,285.71,0.0,0.0,20.0,100.0,1
kermitigated,17,7.29,8.06,0.0,0.0,47.1,100.0,3
gtofan,7,12.43,11.49,0.0,28.6,28.6,71.4,3
guccimang,7,3.86,111.11,0.0,0.0,14.3,100.0,2
omniglob,5,13.4,14.93,0.0,0.0,0.0,0.0,1
mightypony19,6,8,0.0,0.0,0.0,0.0,0.0,1
spacepirategames,5,3.6,111.11,0.0,40.0,0.0,100.0,1
boyfruit,5,4.4,45.45,0.0,0.0,0.0,100.0,1
missmalice86,7,7.43,0.0,19.23,0.0,0.0,0.0,1
crashion,10,3.2,31.25,0.0,0.0,0.0,100.0,1
hoerchata,5,7.6,0.0,26.32,0.0,20.0,100.0,1
truee,12,2.58,0.0,0.0,0.0,8.3,100.0,2
itsdalts,66,3.09,29.41,0.0,6.1,9.1,0.0,1
guidosrazor,5,1.8,0.0,0.0,0.0,20.0,100.0,1
masskamikaize,15,5.47,12.2,12.2,0.0,0.0,100.0,1
tdk718,18,3.11,35.71,0.0,5.6,5.6,0.0,1
crim__son,39,3.79,33.78,0.0,5.1,35.9,0.0,1
duncotg,8,16.62,0.0,0.0,12.5,75.0,100.0,4
mikeyryuen,5,12.6,15.87,15.87,0.0,0.0,0.0,1
nee7ox,39,4.59,22.35,11.17,2.6,7.7,0.0,1
gslewish,8,4.75,0.0,0.0,0.0,0.0,0.0,2
questfor420,18,3.56,0.0,0.0,5.6,38.9,0.0,2
jondarawr,8,3.5,0.0,0.0,12.5,12.5,0.0,1
onlytraelz,8,1.88,0.0,0.0,0.0,0.0,0.0,1
derryn,5,2.2,90.91,0.0,0.0,60.0,100.0,2
bighead_104,8,7,0.0,17.86,0.0,0.0,0.0,1
astr0monstr0,5,9.2,0.0,0.0,0.0,40.0,100.0,1
moscowdisco,57,5.51,12.74,6.37,1.8,15.8,0.0,1
2noob2dota,5,2.4,83.33,0.0,20.0,0.0,0.0,1
wollyum,10,2,0.0,0.0,0.0,40.0,100.0,3
jaggers_0,6,31.33,122.34,0.0,0.0,83.3,100.0,3
wlejon,15,2.93,0.0,22.73,0.0,13.3,0.0,1
remi_kuun,6,2.67,0.0,0.0,0.0,16.7,100.0,2
zeeyee,50,2.26,17.7,0.0,0.0,10.0,0.0,1
spoookyboy,6,8.17,40.82,20.41,0.0,0.0,0.0,1
doobyscoo,5,18.8,10.64,0.0,0.0,0.0,100.0,2
deatron,7,3.86,0.0,0.0,0.0,14.3,28.6,3
scholaris1,6,3.5,47.62,0.0,0.0,0.0,16.7,3
argoscollins,5,6.6,30.3,0.0,20.0,0.0,0.0,1
darkmastervivi,17,6.18,9.52,0.0,0.0,17.6,100.0,2
glaziol,13,5.23,0.0,0.0,0.0,46.2,100.0,3
sirakain,42,3.02,23.62,15.75,11.9,7.1,0.0,1
trashlordnikita,18,5.56,20.0,0.0,5.6,5.6,0.0,1
daicho,5,3.2,62.5,0.0,0.0,0.0,0.0,1
hydra_kun,12,12.33,0.0,0.0,0.0,58.3,100.0,3
rektbud,5,8.4,23.81,0.0,20.0,40.0,100.0,2
lifeless_oi,6,1.17,0.0,0.0,0.0,16.7,100.0,1
leoshest,6,6.5,0.0,25.64,16.7,0.0,0.0,1
twistedimagev2,7,8,0.0,0.0,0.0,42.9,14.3,2
wildfestivespy,5,29.4,0.0,0.0,0.0,40.0,100.0,2
xcausinchaosx,5,5.4,333.33,0.0,0.0,0.0,0.0,1
megand1988,5,10.8,222.22,0.0,0.0,0.0,0.0,1
maxmillion26,10,6.9,115.94,0.0,0.0,0.0,0.0,1
jtjokester,5,3.2,0.0,62.5,0.0,100.0,0.0,1
tredlord,5,10,20.0,0.0,0.0,20.0,0.0,1
grayfullbusterisgod,5,4.8,0.0,0.0,0.0,0.0,0.0,1
the_texas_poon_tappa,9,5.67,98.04,0.0,11.1,0.0,0.0,1
clairew13,6,3.33,0.0,0.0,0.0,0.0,0.0,1
lord_drag2,7,1.43,0.0,0.0,0.0,100.0,100.0,2
hydle,6,14.5,0.0,0.0,0.0,16.7,100.0,2
thwoomp,5,2.8,0.0,0.0,0.0,0.0,0.0,2
donghae_yi,15,28.2,0.0,0.0,0.0,60.0,100.0,1
codax8,6,21.83,0.0,0.0,0.0,33.3,100.0,1
tronmanlos,45,3.38,13.16,0.0,2.2,62.2,95.6,2
notdoogles,8,10.88,34.48,0.0,0.0,12.5,100.0,3
fuslie,96,5.48,3.8,3.8,1.0,63.5,100.0,3
kurtletheturtle,11,7.45,109.76,0.0,9.1,18.2,100.0,1
nawrwhal,47,3.7,5.75,0.0,2.1,36.2,100.0,5
jarebear_uwu,32,7.38,216.1,0.0,3.1,68.8,100.0,4
anythingrocks,18,2.61,42.55,0.0,0.0,33.3,100.0,1
narrrvin,15,2.87,23.26,23.26,0.0,53.3,100.0,1
sullyalakbary2002,14,4.86,58.82,14.71,0.0,71.4,100.0,1
kassimiro__,11,5.09,17.86,0.0,0.0,63.6,100.0,1
raiiiken,9,5.33,0.0,0.0,33.3,33.3,100.0,2
